dataset,model,lead_time,service_target,z,P,H,total_cost,holding_cost,shortage_cost,service_level,stockout_rate,avg_inventory,reorder_count,n_instances
m5,SES,3,0.99,2.3263,10,1,133.89934923108947,103.76406065849052,30.135288572598924,0.9461964285714284,0.0538035714285714,3.705859309231805,11.94975,4000
m5,Seasonal Naive,3,0.99,2.3263,10,1,181.32191854982224,152.42967478514456,28.892243764677623,0.9551696428571428,0.0448303571428571,5.443916956612307,10.51425,4000
m5,TES,3,0.99,2.3263,10,1,248.3680596255361,196.34913489328684,52.01892473224922,0.9171607142857142,0.0828392857142857,7.012469103331674,15.65825,4000
m5,TSB,3,0.99,2.3263,10,1,135.90815559638096,105.67748751269912,30.23066808368184,0.9444910714285714,0.0555089285714285,3.774195982596397,11.909,4000
store_item_demand,ARIMA,3,0.99,2.3263,10,1,3219.691189577231,234.92986870499263,2984.761320872238,0.378625,0.6213749999999999,8.39035245374974,26.71925,4000
store_item_demand,DES,3,0.99,2.3263,10,1,2335.622688661389,638.486172172902,1697.136516488487,0.6177857142857143,0.3822142857142857,22.803077577603645,26.5295,4000
store_item_demand,LSTM,3,0.99,2.3263,10,1,3256.690344556453,216.519721251906,3040.170623304548,0.3631964285714285,0.6368035714285715,7.73284718756807,26.301,4000
store_item_demand,Moving Average,3,0.99,2.3263,10,1,2537.3865962784657,299.08623164180307,2238.3003646366624,0.4777857142857142,0.5222142857142857,10.681651130064392,26.59775,4000
store_item_demand,Naive,3,0.99,2.3263,10,1,4387.59233140883,155.58478858969096,4232.0075428191385,0.2860892857142857,0.7139107142857143,5.556599592488963,26.3755,4000
store_item_demand,SARIMA,3,0.99,2.3263,10,1,3058.033049415863,253.26719802982447,2804.7658513860392,0.4044910714285714,0.5955089285714286,9.045257072493731,26.3155,4000
store_item_demand,SES,3,0.99,2.3263,10,1,2739.6885828468485,255.6356620722678,2484.05292077458,0.4304196428571428,0.5695803571428572,9.129845074009564,26.66225,4000
store_item_demand,Seasonal Naive,3,0.99,2.3263,10,1,2701.9344254491534,308.9066894667535,2393.0277359823995,0.4937410714285714,0.5062589285714286,11.032381766669769,26.46675,4000
store_item_demand,TES,3,0.99,2.3263,10,1,3003.047562160546,793.702306806609,2209.345255353937,0.5739285714285715,0.4260714285714285,28.346510957378893,26.3815,4000
m5,ARIMA,7,0.9,1.2816,3,1,168.53223089756025,146.0369132341531,22.495317663407118,0.8771875,0.1228125,5.215604044076898,10.42575,4000
m5,CROSTON,7,0.9,1.2816,3,1,151.1004520706666,136.27071113037522,14.82974094029136,0.9237232142857142,0.0762767857142857,4.866811111799116,10.38775,4000
m5,DES,7,0.9,1.2816,3,1,238.86405900594167,215.60519528912693,23.25886371681472,0.8819910714285714,0.1180089285714285,7.700185546040249,14.891,4000
m5,LSTM,7,0.9,1.2816,3,1,129.46523379335082,112.7484626100544,16.71677118329643,0.9087678571428572,0.0912321428571428,4.026730807501942,14.931,4000
m5,Moving Average,7,0.9,1.2816,3,1,134.9044319280997,118.54619948235243,16.358232445747312,0.9140982142857144,0.0859017857142857,4.233792838655443,10.179,4000
m5,Naive,7,0.9,1.2816,3,1,172.2261632980755,142.8972091681785,29.32895412989702,0.8515535714285715,0.1484464285714286,5.103471756006375,8.92775,4000
m5,SBA,7,0.9,1.2816,3,1,134.81567902640074,111.9823416786459,22.83333734775488,0.8904196428571429,0.1095803571428571,3.999369345665925,10.147,4000
m5,SES,7,0.9,1.2816,3,1,135.64129500633513,120.3035738888618,15.337721117473349,0.91975,0.08025,4.296556210316493,10.31725,4000
m5,Seasonal Naive,7,0.9,1.2816,3,1,161.17100949901902,145.3371035429426,15.83390595607639,0.9225803571428572,0.0774196428571428,5.19061084081938,9.97475,4000
m5,TES,7,0.9,1.2816,3,1,310.6271281792221,281.7110282872535,28.91609989196865,0.86275,0.13725,10.061108153116198,14.2915,4000
m5,TSB,7,0.9,1.2816,3,1,141.3168522275878,125.6006513049588,15.716200922628984,0.91625,0.08375,4.485737546605671,10.1655,4000
store_item_demand,ARIMA,7,0.9,1.2816,3,1,1888.0470383201373,1055.445609411186,832.6014289089516,0.4887410714285714,0.5112589285714286,37.69448605039948,21.97525,4000
store_item_demand,DES,7,0.9,1.2816,3,1,2464.2341208501566,2019.7361910093853,444.497929840771,0.7060982142857142,0.2939017857142857,72.13343539319234,22.169,4000
store_item_demand,LSTM,7,0.9,1.2816,3,1,1867.942011895326,1149.4186923034322,718.5233195918938,0.5108839285714285,0.4891160714285714,41.05066758226543,23.04475,4000
store_item_demand,Moving Average,7,0.9,1.2816,3,1,1811.6789839454527,1244.602306529273,567.0766774161798,0.5750178571428571,0.4249821428571428,44.450082376045465,22.479,4000
store_item_demand,Naive,7,0.9,1.2816,3,1,2012.8703979203628,781.4228089644366,1231.4475889559262,0.4014375,0.5985625,27.90795746301559,20.24175,4000
store_item_demand,SARIMA,7,0.9,1.2816,3,1,1928.9100286090572,1284.8934113360904,644.0166172729668,0.5689910714285714,0.4310089285714286,45.88905040486037,22.693,4000
store_item_demand,SES,7,0.9,1.2816,3,1,1799.6016345473113,1137.5667254682633,662.0349090790482,0.5237857142857143,0.4762142857142857,40.62738305243798,22.55075,4000
store_item_demand,Seasonal Naive,7,0.9,1.2816,3,1,1832.4650200311244,1247.7744438369343,584.6905761941897,0.5795178571428571,0.4204821428571428,44.56337299417624,22.9325,4000
store_item_demand,TES,7,0.9,1.2816,3,1,2989.0108932691496,2377.6824338095785,611.3284594595711,0.6706428571428571,0.3293571428571428,84.91722977891351,21.9175,4000
m5,ARIMA,7,0.9,1.2816,5,1,183.5291093398316,146.0369132341531,37.49219610567853,0.8771875,0.1228125,5.215604044076898,10.42575,4000
m5,CROSTON,7,0.9,1.2816,5,1,160.98694603086082,136.27071113037522,24.7162349004856,0.9237232142857142,0.0762767857142857,4.866811111799116,10.38775,4000
m5,DES,7,0.9,1.2816,5,1,254.36996815048485,215.60519528912693,38.76477286135786,0.8819910714285714,0.1180089285714285,7.700185546040249,14.891,4000
m5,LSTM,7,0.9,1.2816,5,1,140.60974791554844,112.7484626100544,27.86128530549405,0.9087678571428572,0.0912321428571428,4.026730807501942,14.931,4000
m5,Moving Average,7,0.9,1.2816,5,1,145.80992022526462,118.54619948235243,27.263720742912184,0.9140982142857144,0.0859017857142857,4.233792838655443,10.179,4000
m5,Naive,7,0.9,1.2816,5,1,191.77879938467356,142.8972091681785,48.88159021649503,0.8515535714285715,0.1484464285714286,5.103471756006375,8.92775,4000
m5,SBA,7,0.9,1.2816,5,1,150.037903924904,111.9823416786459,38.05556224625814,0.8904196428571429,0.1095803571428571,3.999369345665925,10.147,4000
m5,SES,7,0.9,1.2816,5,1,145.86644241798405,120.3035738888618,25.56286852912224,0.91975,0.08025,4.296556210316493,10.31725,4000
m5,Seasonal Naive,7,0.9,1.2816,5,1,171.7269468030699,145.3371035429426,26.389843260127307,0.9225803571428572,0.0774196428571428,5.19061084081938,9.97475,4000
m5,TES,7,0.9,1.2816,5,1,329.9045281072013,281.7110282872535,48.19349981994775,0.86275,0.13725,10.061108153116198,14.2915,4000
m5,TSB,7,0.9,1.2816,5,1,151.79431950934045,125.6006513049588,26.19366820438164,0.91625,0.08375,4.485737546605671,10.1655,4000
store_item_demand,ARIMA,7,0.9,1.2816,5,1,2443.114657592772,1055.445609411186,1387.669048181586,0.4887410714285714,0.5112589285714286,37.69448605039948,21.97525,4000
store_item_demand,DES,7,0.9,1.2816,5,1,2760.5660740773374,2019.7361910093853,740.8298830679518,0.7060982142857142,0.2939017857142857,72.13343539319234,22.169,4000
store_item_demand,LSTM,7,0.9,1.2816,5,1,2346.957558289922,1149.4186923034322,1197.5388659864898,0.5108839285714285,0.4891160714285714,41.05066758226543,23.04475,4000
store_item_demand,Moving Average,7,0.9,1.2816,5,1,2189.730102222906,1244.602306529273,945.1277956936332,0.5750178571428571,0.4249821428571428,44.450082376045465,22.479,4000
store_item_demand,Naive,7,0.9,1.2816,5,1,2833.8354572243143,781.4228089644366,2052.412648259877,0.4014375,0.5985625,27.90795746301559,20.24175,4000
store_item_demand,SARIMA,7,0.9,1.2816,5,1,2358.254440124368,1284.8934113360904,1073.361028788278,0.5689910714285714,0.4310089285714286,45.88905040486037,22.693,4000
store_item_demand,SES,7,0.9,1.2816,5,1,2240.9582406000104,1137.5667254682633,1103.391515131747,0.5237857142857143,0.4762142857142857,40.62738305243798,22.55075,4000
store_item_demand,Seasonal Naive,7,0.9,1.2816,5,1,2222.258737493917,1247.7744438369343,974.4842936569828,0.5795178571428571,0.4204821428571428,44.56337299417624,22.9325,4000
store_item_demand,TES,7,0.9,1.2816,5,1,3396.5631995755302,2377.6824338095785,1018.8807657659522,0.6706428571428571,0.3293571428571428,84.91722977891351,21.9175,4000
m5,ARIMA,7,0.9,1.2816,10,1,221.0213054455101,146.0369132341531,74.98439221135705,0.8771875,0.1228125,5.215604044076898,10.42575,4000
m5,CROSTON,7,0.9,1.2816,10,1,185.7031809313464,136.27071113037522,49.4324698009712,0.9237232142857142,0.0762767857142857,4.866811111799116,10.38775,4000
m5,DES,7,0.9,1.2816,10,1,293.13474101184266,215.60519528912693,77.52954572271572,0.8819910714285714,0.1180089285714285,7.700185546040249,14.891,4000
m5,LSTM,7,0.9,1.2816,10,1,168.4710332210425,112.7484626100544,55.7225706109881,0.9087678571428572,0.0912321428571428,4.026730807501942,14.931,4000
m5,Moving Average,7,0.9,1.2816,10,1,173.0736409681768,118.54619948235243,54.52744148582437,0.9140982142857144,0.0859017857142857,4.233792838655443,10.179,4000
m5,Naive,7,0.9,1.2816,10,1,240.66038960116856,142.8972091681785,97.76318043299004,0.8515535714285715,0.1484464285714286,5.103471756006375,8.92775,4000
m5,SBA,7,0.9,1.2816,10,1,188.0934661711621,111.9823416786459,76.11112449251628,0.8904196428571429,0.1095803571428571,3.999369345665925,10.147,4000
m5,SES,7,0.9,1.2816,10,1,171.42931094710627,120.3035738888618,51.12573705824448,0.91975,0.08025,4.296556210316493,10.31725,4000
m5,Seasonal Naive,7,0.9,1.2816,10,1,198.11679006319724,145.3371035429426,52.77968652025461,0.9225803571428572,0.0774196428571428,5.19061084081938,9.97475,4000
m5,TES,7,0.9,1.2816,10,1,378.098027927149,281.7110282872535,96.38699963989548,0.86275,0.13725,10.061108153116198,14.2915,4000
m5,TSB,7,0.9,1.2816,10,1,177.98798771372208,125.6006513049588,52.38733640876328,0.91625,0.08375,4.485737546605671,10.1655,4000
store_item_demand,ARIMA,7,0.9,1.2816,10,1,3830.7837057743577,1055.445609411186,2775.338096363172,0.4887410714285714,0.5112589285714286,37.69448605039948,21.97525,4000
store_item_demand,DES,7,0.9,1.2816,10,1,3501.395957145289,2019.7361910093853,1481.6597661359035,0.7060982142857142,0.2939017857142857,72.13343539319234,22.169,4000
store_item_demand,LSTM,7,0.9,1.2816,10,1,3544.496424276412,1149.4186923034322,2395.07773197298,0.5108839285714285,0.4891160714285714,41.05066758226543,23.04475,4000
store_item_demand,Moving Average,7,0.9,1.2816,10,1,3134.8578979165395,1244.602306529273,1890.2555913872663,0.5750178571428571,0.4249821428571428,44.450082376045465,22.479,4000
store_item_demand,Naive,7,0.9,1.2816,10,1,4886.24810548419,781.4228089644366,4104.825296519754,0.4014375,0.5985625,27.90795746301559,20.24175,4000
store_item_demand,SARIMA,7,0.9,1.2816,10,1,3431.615468912646,1284.8934113360904,2146.722057576556,0.5689910714285714,0.4310089285714286,45.88905040486037,22.693,4000
store_item_demand,SES,7,0.9,1.2816,10,1,3344.3497557317573,1137.5667254682633,2206.783030263494,0.5237857142857143,0.4762142857142857,40.62738305243798,22.55075,4000
store_item_demand,Seasonal Naive,7,0.9,1.2816,10,1,3196.7430311509006,1247.7744438369343,1948.9685873139656,0.5795178571428571,0.4204821428571428,44.56337299417624,22.9325,4000
store_item_demand,TES,7,0.9,1.2816,10,1,4415.443965341482,2377.6824338095785,2037.7615315319044,0.6706428571428571,0.3293571428571428,84.91722977891351,21.9175,4000
m5,ARIMA,7,0.95,1.6449,3,1,181.8070333893831,162.62053478141468,19.18649860796836,0.8957053571428572,0.1042946428571428,5.80787624219338,10.7195,4000
m5,CROSTON,7,0.95,1.6449,3,1,166.70471630458593,154.5389130297547,12.165803274831244,0.9391607142857142,0.0608392857142857,5.519246893919811,10.56575,4000
m5,DES,7,0.95,1.6449,3,1,255.4235694318367,235.3486021121507,20.07496731968601,0.8988214285714287,0.1011785714285714,8.405307218291094,15.19,4000
m5,LSTM,7,0.95,1.6449,3,1,143.7163310903079,130.0391757262689,13.677155364038988,0.9282767857142856,0.0717232142857142,4.644256275938174,15.1425,4000
m5,Moving Average,7,0.95,1.6449,3,1,149.81804021038158,136.3041240513768,13.5139161590048,0.9304464285714285,0.0695535714285714,4.868004430406314,10.38225,4000
m5,Naive,7,0.95,1.6449,3,1,183.75374919141944,158.25334642445253,25.50040276696691,0.8716696428571429,0.1283303571428571,5.651905229444733,9.2975,4000
m5,SBA,7,0.95,1.6449,3,1,147.7520284437986,128.39178721651757,19.36024122728103,0.9091785714285714,0.0908214285714285,4.585420972018484,10.40075,4000
m5,SES,7,0.95,1.6449,3,1,150.91468343004075,138.31753782423925,12.597145605801494,0.9357232142857144,0.0642767857142857,4.939912065151402,10.50275,4000
m5,Seasonal Naive,7,0.95,1.6449,3,1,183.8267953064929,170.7328542616823,13.093941044810588,0.9375,0.0625,6.097601937917224,10.15125,4000
m5,TES,7,0.95,1.6449,3,1,329.7166114039306,304.2785613083514,25.438050095579182,0.8804375,0.1195625,10.867091475298263,14.63775,4000
m5,TSB,7,0.95,1.6449,3,1,156.49467955917854,143.54113814780806,12.95354141137046,0.9319375,0.0680625,5.126469219564573,10.3765,4000
store_item_demand,ARIMA,7,0.95,1.6449,3,1,1823.1075916041505,1076.4789026330998,746.6286889710501,0.5238928571428572,0.4761071428571428,38.44567509403928,22.2015,4000
store_item_demand,DES,7,0.95,1.6449,3,1,2519.828094548273,2130.1040621002494,389.7240324480232,0.7346517857142857,0.2653482142857143,76.0751450750089,22.35675,4000
store_item_demand,LSTM,7,0.95,1.6449,3,1,1811.5528020917127,1157.7050396116492,653.8477624800636,0.5306964285714285,0.4693035714285714,41.346608557558895,23.15,4000
store_item_demand,Moving Average,7,0.95,1.6449,3,1,1761.1370587994857,1276.1079944114788,485.02906438800704,0.6170982142857143,0.3829017857142857,45.57528551469567,22.75775,4000
store_item_demand,Naive,7,0.95,1.6449,3,1,1938.0647855463471,794.6296701832985,1143.435115363049,0.4320714285714285,0.5679285714285714,28.379631077974945,20.4185,4000
store_item_demand,SARIMA,7,0.95,1.6449,3,1,1892.4907873195425,1307.7807340872123,584.7100532323296,0.5919107142857142,0.4080892857142857,46.70645478882902,22.7815,4000
store_item_demand,SES,7,0.95,1.6449,3,1,1730.5310838398418,1155.598834208954,574.9322496308879,0.5612678571428571,0.4387321428571428,41.27138693603408,22.85575,4000
store_item_demand,Seasonal Naive,7,0.95,1.6449,3,1,1789.3087356098165,1281.058865765212,508.24986984460463,0.6195625,0.3804375,45.75210234875757,23.10075,4000
store_item_demand,TES,7,0.95,1.6449,3,1,3046.1939329811403,2485.6596676770096,560.5342653041305,0.6906696428571429,0.3093303571428571,88.77355955989322,22.057,4000
m5,ARIMA,7,0.95,1.6449,5,1,194.59803246136195,162.62053478141468,31.977497679947277,0.8957053571428572,0.1042946428571428,5.80787624219338,10.7195,4000
m5,CROSTON,7,0.95,1.6449,5,1,174.81525182114012,154.5389130297547,20.27633879138541,0.9391607142857142,0.0608392857142857,5.519246893919811,10.56575,4000
m5,DES,7,0.95,1.6449,5,1,268.80688097829403,235.3486021121507,33.458278866143345,0.8988214285714287,0.1011785714285714,8.405307218291094,15.19,4000
m5,LSTM,7,0.95,1.6449,5,1,152.83443466633386,130.0391757262689,22.795258940064983,0.9282767857142856,0.0717232142857142,4.644256275938174,15.1425,4000
m5,Moving Average,7,0.95,1.6449,5,1,158.8273176497181,136.3041240513768,22.523193598341333,0.9304464285714285,0.0695535714285714,4.868004430406314,10.38225,4000
m5,Naive,7,0.95,1.6449,5,1,200.75401770273072,158.25334642445253,42.50067127827818,0.8716696428571429,0.1283303571428571,5.651905229444733,9.2975,4000
m5,SBA,7,0.95,1.6449,5,1,160.65885592865263,128.39178721651757,32.26706871213505,0.9091785714285714,0.0908214285714285,4.585420972018484,10.40075,4000
m5,SES,7,0.95,1.6449,5,1,159.3127805005751,138.31753782423925,20.995242676335824,0.9357232142857144,0.0642767857142857,4.939912065151402,10.50275,4000
m5,Seasonal Naive,7,0.95,1.6449,5,1,192.5560893363666,170.7328542616823,21.82323507468432,0.9375,0.0625,6.097601937917224,10.15125,4000
m5,TES,7,0.95,1.6449,5,1,346.6753114676501,304.2785613083514,42.39675015929865,0.8804375,0.1195625,10.867091475298263,14.63775,4000
m5,TSB,7,0.95,1.6449,5,1,165.1303738334255,143.54113814780806,21.58923568561743,0.9319375,0.0680625,5.126469219564573,10.3765,4000
store_item_demand,ARIMA,7,0.95,1.6449,5,1,2320.860050918184,1076.4789026330998,1244.3811482850836,0.5238928571428572,0.4761071428571428,38.44567509403928,22.2015,4000
store_item_demand,DES,7,0.95,1.6449,5,1,2779.644116180288,2130.1040621002494,649.5400540800387,0.7346517857142857,0.2653482142857143,76.0751450750089,22.35675,4000
store_item_demand,LSTM,7,0.95,1.6449,5,1,2247.451310411755,1157.7050396116492,1089.746270800106,0.5306964285714285,0.4693035714285714,41.346608557558895,23.15,4000
store_item_demand,Moving Average,7,0.95,1.6449,5,1,2084.4897683914905,1276.1079944114788,808.3817739800116,0.6170982142857143,0.3829017857142857,45.57528551469567,22.75775,4000
store_item_demand,Naive,7,0.95,1.6449,5,1,2700.354862455046,794.6296701832985,1905.725192271748,0.4320714285714285,0.5679285714285714,28.379631077974945,20.4185,4000
store_item_demand,SARIMA,7,0.95,1.6449,5,1,2282.2974894744284,1307.7807340872123,974.5167553872162,0.5919107142857142,0.4080892857142857,46.70645478882902,22.7815,4000
store_item_demand,SES,7,0.95,1.6449,5,1,2113.8192502604343,1155.598834208954,958.2204160514798,0.5612678571428571,0.4387321428571428,41.27138693603408,22.85575,4000
store_item_demand,Seasonal Naive,7,0.95,1.6449,5,1,2128.141982172886,1281.058865765212,847.0831164076744,0.6195625,0.3804375,45.75210234875757,23.10075,4000
store_item_demand,TES,7,0.95,1.6449,5,1,3419.883443183894,2485.6596676770096,934.223775506884,0.6906696428571429,0.3093303571428571,88.77355955989322,22.057,4000
m5,ARIMA,7,0.95,1.6449,10,1,226.57553014130923,162.62053478141468,63.95499535989455,0.8957053571428572,0.1042946428571428,5.80787624219338,10.7195,4000
m5,CROSTON,7,0.95,1.6449,10,1,195.09159061252552,154.5389130297547,40.55267758277081,0.9391607142857142,0.0608392857142857,5.519246893919811,10.56575,4000
m5,DES,7,0.95,1.6449,10,1,302.2651598444374,235.3486021121507,66.91655773228669,0.8988214285714287,0.1011785714285714,8.405307218291094,15.19,4000
m5,LSTM,7,0.95,1.6449,10,1,175.6296936063989,130.0391757262689,45.590517880129966,0.9282767857142856,0.0717232142857142,4.644256275938174,15.1425,4000
m5,Moving Average,7,0.95,1.6449,10,1,181.35051124805943,136.3041240513768,45.046387196682666,0.9304464285714285,0.0695535714285714,4.868004430406314,10.38225,4000
m5,Naive,7,0.95,1.6449,10,1,243.25468898100888,158.25334642445253,85.00134255655637,0.8716696428571429,0.1283303571428571,5.651905229444733,9.2975,4000
m5,SBA,7,0.95,1.6449,10,1,192.92592464078768,128.39178721651757,64.5341374242701,0.9091785714285714,0.0908214285714285,4.585420972018484,10.40075,4000
m5,SES,7,0.95,1.6449,10,1,180.30802317691092,138.31753782423925,41.99048535267165,0.9357232142857144,0.0642767857142857,4.939912065151402,10.50275,4000
m5,Seasonal Naive,7,0.95,1.6449,10,1,214.37932441105087,170.7328542616823,43.64647014936863,0.9375,0.0625,6.097601937917224,10.15125,4000
m5,TES,7,0.95,1.6449,10,1,389.0720616269488,304.2785613083514,84.7935003185973,0.8804375,0.1195625,10.867091475298263,14.63775,4000
m5,TSB,7,0.95,1.6449,10,1,186.7196095190429,143.54113814780806,43.17847137123486,0.9319375,0.0680625,5.126469219564573,10.3765,4000
store_item_demand,ARIMA,7,0.95,1.6449,10,1,3565.2411992032667,1076.4789026330998,2488.762296570167,0.5238928571428572,0.4761071428571428,38.44567509403928,22.2015,4000
store_item_demand,DES,7,0.95,1.6449,10,1,3429.184170260327,2130.1040621002494,1299.080108160077,0.7346517857142857,0.2653482142857143,76.0751450750089,22.35675,4000
store_item_demand,LSTM,7,0.95,1.6449,10,1,3337.197581211861,1157.7050396116492,2179.492541600212,0.5306964285714285,0.4693035714285714,41.346608557558895,23.15,4000
store_item_demand,Moving Average,7,0.95,1.6449,10,1,2892.8715423715016,1276.1079944114788,1616.7635479600233,0.6170982142857143,0.3829017857142857,45.57528551469567,22.75775,4000
store_item_demand,Naive,7,0.95,1.6449,10,1,4606.0800547267945,794.6296701832985,3811.450384543495,0.4320714285714285,0.5679285714285714,28.379631077974945,20.4185,4000
store_item_demand,SARIMA,7,0.95,1.6449,10,1,3256.8142448616445,1307.7807340872123,1949.0335107744324,0.5919107142857142,0.4080892857142857,46.70645478882902,22.7815,4000
store_item_demand,SES,7,0.95,1.6449,10,1,3072.039666311914,1155.598834208954,1916.44083210296,0.5612678571428571,0.4387321428571428,41.27138693603408,22.85575,4000
store_item_demand,Seasonal Naive,7,0.95,1.6449,10,1,2975.225098580561,1281.058865765212,1694.1662328153488,0.6195625,0.3804375,45.75210234875757,23.10075,4000
store_item_demand,TES,7,0.95,1.6449,10,1,4354.107218690778,2485.6596676770096,1868.447551013768,0.6906696428571429,0.3093303571428571,88.77355955989322,22.057,4000
m5,ARIMA,7,0.99,2.3263,3,1,211.36393139545112,196.9944533865693,14.369478008881844,0.9245446428571428,0.0754553571428571,7.035516192377475,11.14725,4000
m5,CROSTON,7,0.99,2.3263,3,1,201.46742928431507,192.58565408766785,8.881775196647231,0.9580178571428573,0.0419821428571428,6.878059074559566,10.761,4000
m5,DES,7,0.99,2.3263,3,1,290.37711737699675,275.1043329170528,15.272784459943882,0.9251964285714284,0.0748035714285714,9.8251547470376,15.63675,4000
m5,LSTM,7,0.99,2.3263,3,1,176.32873365717876,166.56004761005724,9.768686047121534,0.951625,0.048375,5.948573128930615,15.42475,4000
m5,Moving Average,7,0.99,2.3263,3,1,183.22852779969293,173.39437662318787,9.834151176505074,0.9512589285714286,0.0487410714285714,6.192656307970996,10.61475,4000
m5,Naive,7,0.99,2.3263,3,1,210.03603069550368,190.34252881075315,19.693501884750525,0.9033392857142858,0.0966607142857143,6.797947457526898,9.85275,4000
m5,SBA,7,0.99,2.3263,3,1,177.67399815310858,163.10748338386531,14.566514769243271,0.9349107142857144,0.0650892857142857,5.825267263709476,10.695,4000
m5,SES,7,0.99,2.3263,3,1,184.95258776604268,175.83506670460773,9.117521061434951,0.9555178571428572,0.0444821428571428,6.279823810878846,10.7245,4000
m5,Seasonal Naive,7,0.99,2.3263,3,1,232.09998571670548,222.35631738735188,9.743668329353596,0.9554732142857142,0.0445267857142857,7.941297049548281,10.3685,4000
m5,TES,7,0.99,2.3263,3,1,369.2255406058747,349.24050684941386,19.985033756460865,0.90925,0.09075,12.472875244621925,15.1225,4000
m5,TSB,7,0.99,2.3263,3,1,190.28533388744745,180.8720659014936,9.413267985953786,0.9524642857142857,0.0475357142857142,6.459716639339058,10.61575,4000
store_item_demand,ARIMA,7,0.99,2.3263,3,1,1763.9490137251355,1161.6451717925863,602.303841932549,0.6165892857142856,0.3834107142857142,41.48732756402093,23.05575,4000
store_item_demand,DES,7,0.99,2.3263,3,1,2684.082931679757,2380.286310405918,303.79662127383995,0.7934910714285713,0.2065089285714285,85.01022537163992,22.84575,4000
store_item_demand,LSTM,7,0.99,2.3263,3,1,1729.891829818784,1191.030793634038,538.861036184746,0.586,0.414,42.536814058358495,23.4515,4000
store_item_demand,Moving Average,7,0.99,2.3263,3,1,1741.282578053727,1389.3517183193485,351.93085973437843,0.7139732142857143,0.2860267857142857,49.61970422569103,23.65475,4000
store_item_demand,Naive,7,0.99,2.3263,3,1,1855.3270582969144,860.9781292995067,994.348928997408,0.5203035714285714,0.4796964285714286,30.749218903553807,21.12575,4000
store_item_demand,SARIMA,7,0.99,2.3263,3,1,1853.8851896316212,1372.1672268820153,481.7179627496059,0.6483125,0.3516875,49.00597238864341,23.03875,4000
store_item_demand,SES,7,0.99,2.3263,3,1,1669.439262159924,1239.4200316460865,430.01923051383744,0.6608839285714286,0.3391160714285714,44.26500113021738,23.83075,4000
store_item_demand,Seasonal Naive,7,0.99,2.3263,3,1,1773.318727074211,1390.1805511142163,383.138175959995,0.7048035714285715,0.2951964285714285,49.6493053969363,23.541,4000
store_item_demand,TES,7,0.99,2.3263,3,1,3188.212630630628,2713.564068636561,474.6485619940672,0.7320803571428571,0.2679196428571428,96.91300245130574,22.32125,4000
m5,ARIMA,7,0.99,2.3263,5,1,220.9435834013724,196.9944533865693,23.94913001480307,0.9245446428571428,0.0754553571428571,7.035516192377475,11.14725,4000
m5,CROSTON,7,0.99,2.3263,5,1,207.3886127487466,192.58565408766785,14.80295866107872,0.9580178571428573,0.0419821428571428,6.878059074559566,10.761,4000
m5,DES,7,0.99,2.3263,5,1,300.55897368362594,275.1043329170528,25.45464076657313,0.9251964285714284,0.0748035714285714,9.8251547470376,15.63675,4000
m5,LSTM,7,0.99,2.3263,5,1,182.84119102192648,166.56004761005724,16.28114341186922,0.951625,0.048375,5.948573128930615,15.42475,4000
m5,Moving Average,7,0.99,2.3263,5,1,189.7846285840297,173.39437662318787,16.39025196084179,0.9512589285714286,0.0487410714285714,6.192656307970996,10.61475,4000
m5,Naive,7,0.99,2.3263,5,1,223.16503195200409,190.34252881075315,32.82250314125087,0.9033392857142858,0.0966607142857143,6.797947457526898,9.85275,4000
m5,SBA,7,0.99,2.3263,5,1,187.3850079992708,163.10748338386531,24.27752461540545,0.9349107142857144,0.0650892857142857,5.825267263709476,10.695,4000
m5,SES,7,0.99,2.3263,5,1,191.03093514033267,175.83506670460773,15.195868435724918,0.9555178571428572,0.0444821428571428,6.279823810878846,10.7245,4000
m5,Seasonal Naive,7,0.99,2.3263,5,1,238.5957646029412,222.35631738735188,16.239447215589326,0.9554732142857142,0.0445267857142857,7.941297049548281,10.3685,4000
m5,TES,7,0.99,2.3263,5,1,382.5488964435153,349.24050684941386,33.30838959410144,0.90925,0.09075,12.472875244621925,15.1225,4000
m5,TSB,7,0.99,2.3263,5,1,196.56084587808328,180.8720659014936,15.68877997658964,0.9524642857142857,0.0475357142857142,6.459716639339058,10.61575,4000
store_item_demand,ARIMA,7,0.99,2.3263,5,1,2165.484908346835,1161.6451717925863,1003.839736554248,0.6165892857142856,0.3834107142857142,41.48732756402093,23.05575,4000
store_item_demand,DES,7,0.99,2.3263,5,1,2886.614012528984,2380.286310405918,506.3277021230665,0.7934910714285713,0.2065089285714285,85.01022537163992,22.84575,4000
store_item_demand,LSTM,7,0.99,2.3263,5,1,2089.1325206086144,1191.030793634038,898.1017269745764,0.586,0.414,42.536814058358495,23.4515,4000
store_item_demand,Moving Average,7,0.99,2.3263,5,1,1975.9031512099796,1389.3517183193485,586.5514328906308,0.7139732142857143,0.2860267857142857,49.61970422569103,23.65475,4000
store_item_demand,Naive,7,0.99,2.3263,5,1,2518.2263442951867,860.9781292995067,1657.2482149956795,0.5203035714285714,0.4796964285714286,30.749218903553807,21.12575,4000
store_item_demand,SARIMA,7,0.99,2.3263,5,1,2175.0304981313584,1372.1672268820153,802.863271249343,0.6483125,0.3516875,49.00597238864341,23.03875,4000
