dataset,model,lead_time,service_target,z,P,H,total_cost,holding_cost,shortage_cost,service_level,stockout_rate,avg_inventory,reorder_count,n_instances
m5,SES,14,0.99,2.3263,5,1,309.20067456513283,290.6373845522218,18.563290012911025,0.9498660714285714,0.0501339285714285,10.379906591150778,8.366,4000
m5,Seasonal Naive,14,0.99,2.3263,5,1,362.04560800742775,339.9547577119455,22.09085029548228,0.9432946428571428,0.0567053571428571,12.141241346855196,7.709,4000
m5,TES,14,0.99,2.3263,5,1,625.1315893352236,580.8756633107253,44.25592602449831,0.8878928571428572,0.1121071428571428,20.745559403954477,10.7625,4000
m5,TSB,14,0.99,2.3263,5,1,321.30956036539715,301.704695245669,19.60486511972813,0.9447053571428572,0.0552946428571428,10.775167687345322,8.2135,4000
store_item_demand,ARIMA,14,0.99,2.3263,5,1,5253.854757732801,4393.612851178823,860.2419065539771,0.8031875,0.1968125,156.91474468495798,22.263,4000
store_item_demand,DES,14,0.99,2.3263,5,1,7518.445406292878,7078.739537213464,439.7058690794141,0.8814375,0.1185625,252.8121263290523,18.34675,4000
store_item_demand,LSTM,14,0.99,2.3263,5,1,5224.680044940894,4665.911683656548,558.7683612843448,0.7909017857142858,0.2090982142857143,166.63970298773387,21.07125,4000
store_item_demand,Moving Average,14,0.99,2.3263,5,1,5548.7282802606,5147.364898249369,401.36338201123,0.8715089285714286,0.1284910714285714,183.8344606517632,20.56925,4000
store_item_demand,Naive,14,0.99,2.3263,5,1,5020.178525534967,3355.935910091465,1664.2426154435016,0.7139464285714286,0.2860535714285714,119.85485393183804,21.68475,4000
store_item_demand,SARIMA,14,0.99,2.3263,5,1,5695.5911467929045,5153.024666837253,542.5664799556524,0.8220178571428571,0.1779821428571428,184.0365952441876,20.2245,4000
store_item_demand,SES,14,0.99,2.3263,5,1,5253.787615054769,4752.049937242152,501.7376778126176,0.8442053571428572,0.1557946428571428,169.7160691872197,21.64125,4000
store_item_demand,Seasonal Naive,14,0.99,2.3263,5,1,5561.03600652458,5132.639782128023,428.3962243965572,0.8617589285714286,0.1382410714285714,183.3085636474294,20.065,4000
store_item_demand,TES,14,0.99,2.3263,5,1,8263.152540600151,7550.17710782732,712.9754327728307,0.8253482142857143,0.1746517857142857,269.6491824224043,17.87925,4000
m5,ARIMA,14,0.99,2.3263,10,1,403.16396284848247,339.28320684583406,63.88075600264846,0.9076160714285716,0.0923839285714285,12.117257387351216,8.32375,4000
m5,CROSTON,14,0.99,2.3263,10,1,359.36864610807254,323.9880675766624,35.38057853141013,0.9538125,0.0461875,11.57100241345223,8.4325,4000
m5,DES,14,0.99,2.3263,10,1,529.6001355127527,462.7621514974455,66.8379840153072,0.9097857142857144,0.0902142857142857,16.52721969633734,11.214,4000
m5,LSTM,14,0.99,2.3263,10,1,311.5020858808644,272.56372148463305,38.93836439623138,0.9500267857142858,0.0499732142857142,9.73441862445118,12.11075,4000
m5,Moving Average,14,0.99,2.3263,10,1,327.1697617134608,286.578925392923,40.59083632053776,0.9439196428571428,0.0560803571428571,10.234961621175822,8.202,4000
m5,Naive,14,0.99,2.3263,10,1,417.49480201095264,328.79760901866115,88.69719299229148,0.8758571428571429,0.1241428571428571,11.74277175066647,7.167,4000
m5,SBA,14,0.99,2.3263,10,1,330.5951730108863,269.6842457666637,60.91092724422263,0.9248482142857142,0.0751517857142857,9.631580205952275,8.4965,4000
m5,SES,14,0.99,2.3263,10,1,327.76396457804384,290.6373845522218,37.12658002582205,0.9498660714285714,0.0501339285714285,10.379906591150778,8.366,4000
m5,Seasonal Naive,14,0.99,2.3263,10,1,384.13645830291006,339.9547577119455,44.18170059096455,0.9432946428571428,0.0567053571428571,12.141241346855196,7.709,4000
m5,TES,14,0.99,2.3263,10,1,669.3875153597219,580.8756633107253,88.51185204899662,0.8878928571428572,0.1121071428571428,20.745559403954477,10.7625,4000
m5,TSB,14,0.99,2.3263,10,1,340.91442548512526,301.704695245669,39.20973023945627,0.9447053571428572,0.0552946428571428,10.775167687345322,8.2135,4000
store_item_demand,ARIMA,14,0.99,2.3263,10,1,6114.096664286777,4393.612851178823,1720.483813107954,0.8031875,0.1968125,156.91474468495798,22.263,4000
store_item_demand,DES,14,0.99,2.3263,10,1,7958.151275372293,7078.739537213464,879.4117381588281,0.8814375,0.1185625,252.8121263290523,18.34675,4000
store_item_demand,LSTM,14,0.99,2.3263,10,1,5783.448406225238,4665.911683656548,1117.5367225686896,0.7909017857142858,0.2090982142857143,166.63970298773387,21.07125,4000
store_item_demand,Moving Average,14,0.99,2.3263,10,1,5950.09166227183,5147.364898249369,802.72676402246,0.8715089285714286,0.1284910714285714,183.8344606517632,20.56925,4000
store_item_demand,Naive,14,0.99,2.3263,10,1,6684.421140978468,3355.935910091465,3328.485230887003,0.7139464285714286,0.2860535714285714,119.85485393183804,21.68475,4000
store_item_demand,SARIMA,14,0.99,2.3263,10,1,6238.157626748557,5153.024666837253,1085.1329599113049,0.8220178571428571,0.1779821428571428,184.0365952441876,20.2245,4000
store_item_demand,SES,14,0.99,2.3263,10,1,5755.525292867386,4752.049937242152,1003.4753556252352,0.8442053571428572,0.1557946428571428,169.7160691872197,21.64125,4000
store_item_demand,Seasonal Naive,14,0.99,2.3263,10,1,5989.432230921138,5132.639782128023,856.7924487931144,0.8617589285714286,0.1382410714285714,183.3085636474294,20.065,4000
store_item_demand,TES,14,0.99,2.3263,10,1,8976.12797337298,7550.17710782732,1425.9508655456614,0.8253482142857143,0.1746517857142857,269.6491824224043,17.87925,4000
